line_no,image file,doc_no,type,date,place,shelfmark,names_int,names_comp,image no.
7739,pyr_002,,,19291017,"Luzern, Hotel Union",,"Stadtorchester, Luzern","Hilber, Johann Baptist",002
7740,pyr_003,,,19291031,"Luzern, Schweizerhof",,"Schulze-Reudnitz, Richard","Smetana, Bedřich",003
7741,pyr_004,,,19291107,,,"Hengartner, Max","Wagner, Richard",004
7742,pyr_005,,,19291114,,,"Schnyder, Paul","Haydn, Joseph",005
7743,pyr_006,,,19291128,,,"Hilber, Johann Baptist","Mendelssohn Bartholdy, Felix",006
7744,pyr_007,,,19291205,,,"Hengartner, Fritz","Geiser, Walther",007
7745,pyr_008,,,19291212,,,Basler Streichquartett,"Čajkovskij, Pëtr Il'ič",008
7746,,,,19300109,,,"Hirt, Fritz","Thomas, Ambroise",
7747,,,,19300123,,,"Felicani, Rodolfo","Schumann, Robert",
7748,,,,19300130,,,"Bertschmann, Albert M.","Wagner, Siegfried",
7749,,,,19300206,,,"Beyer-Hané, Hermann","Schubert, Franz",
7750,,,,19300222,,,"Thut, Ellen","Mozart, Wolfgang Amadeus",
7751,,,,19300306,,,"Helfer, Willy","Wolf, Hugo",
7752,,,,19300313,,,"Peyer, Maria","Schumann, Robert",
7753,,,,19300327,,,"Heim, Gustav","Brahms, Johannes",
7754,,,,,,,Luzerner Streichquartett,"Bach, Johann Sebastian",
7755,,,,,,,"Kessler, Johannes","Mahler, Gustav",
7756,,,,,,,"Pethes, Otto","Dvořák, Antonín",
7757,,,,,,,"Kuyken, Johannes","Petyrek, Felix",
7758,,,,,,,"Rüegsegger, Ernst","Schmid, Hans",
7759,,,,,,,"Stettler-König, Elisabeth","Weingartner, Felix",
7760,,,,,,,"Moorlag, Di","Hegar, Friedrich",
7761,,,,,,,"Ferber, Albert","Saint-Saëns, Camille",
7762,,,,,,,"Bühlmann, Josy","Pestalozzi, Heinrich",
7763,,,,,,,"Aubert, Johnny","Chopin, Fryderyk Franciszek",
7764,,,,,,,"Bell, Marie-Cécile","Debussy, Claude",
7765,,,,,,,"Kaufmann, Erich","Chabrier, Emmanuel",
7766,,,,,,,"Vigier, Berthe de","Strauss, Richard",
7767,,,,,,,"Stocker, Berthe","Bach, Wilhelm Friedemann",
7768,,,,,,,"Frey, Noël","Reger, Max",
7769,,,,,,,"Mercenati, Giuseppe","Kunz, Ernst",
7770,,,,,,,"Mandolinenorchester Amica, Luzern","Jesinghaus, Walter",
7771,,,,,,,"Kulenkampff, Georg","Suter, Hermann",
7772,,,,,,,"Sigrist, Lucy","Doret, Gustave",
7773,,,,,,,"Altmann, Otto","Flury, Richard",
7774,,,,,,,"Stiftschor, Luzern","Ravel, Maurice",
7775,,,,,,,,"Kodály, Zoltán",
7776,,,,,,,,"Hindemith, Paul",
7777,,,,,,,,"Bruckner, Anton",
7778,,,,,,,,"Cimarosa, Domenico",
7779,,,,,,,,"Verdi, Giuseppe",
7780,,,,,,,,"Paganini, Nicolò",
7781,,,,,,,,"Gounod, Charles-François",
7782,pyr_009,968,Season,19291031,"Luzern, Theater","T.a 276,2","Allgemeine Musikgesellschaft, Luzern","Haydn, Joseph",009
7783,,,,19291205,"Luzern, Hotel Union",,"Stadtorchester, Luzern","Geiser, Walther",
7784,,,,19300123,,,Basler Streichquartett,"Čajkovskij, Pëtr Il'ič",
7785,,,,,,,"Hirt, Fritz","Mozart, Wolfgang Amadeus",
7786,,,,,,,"Felicani, Rodolfo","Mahler, Gustav",
7787,,,,,,,"Bertschmann, Albert M.","Dvořák, Antonín",
7788,,,,,,,"Beyer-Hané, Hermann","Chopin, Fryderyk Franciszek",
7789,,,,,,,"Hengartner, Max","Debussy, Claude",
7790,,,,,,,"Moorlag, Di","Chabrier, Emmanuel",
7791,,,,,,,"Tonhalle-Orchester, Zürich","Strauss, Richard",
7792,,,,,,,"Schulze-Reudnitz, Richard","Bach, Johann Sebastian",
7793,,,,,,,"Aubert, Johnny","Beethoven, Ludwig van",
7794,,,,,,,"Kulenkampff, Georg","Bruckner, Anton",
7795,,,,,,,"Stadtmusik, Luzern",,
7796,pyr_010,969,Concert,19291010,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Beethoven, Ludwig van",010
7797,,,,,,,"Schulze-Reudnitz, Richard","Hilber, Johann Baptist",
7798,,,,,,,"Hilber, Johann Baptist","Smetana, Bedřich",
7799,pyr_011,970,Concert,19291017,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Wagner, Richard",011
7800,,,,,,,"Schulze-Reudnitz, Richard","Haydn, Joseph",
7801,,,,,,,"Hengartner, Fritz","Mendelssohn Bartholdy, Felix",
7802,pyr_012,971,Concert,19291031,"Luzern, Schweizerhof","T.a 276,2",Basler Streichquartett,"Haydn, Joseph",012
7803,,,,,,,"Hirt, Fritz","Geiser, Walther",
7804,,,,,,,"Felicani, Rodolfo","Čajkovskij, Pëtr Il'ič",
7805,,,,,,,"Bertschmann, Albert M.",,
7806,,,,,,,"Beyer-Hané, Hermann",,
7807,pyr_013,972,Concert,19291107,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Schubert, Franz",013
7808,,,,,,,"Schulze-Reudnitz, Richard","Schumann, Robert",
7809,,,,,,,"Thut, Ellen","Wagner, Siegfried",
7810,,,,,,,"Helfer, Willy","Liszt, Franz",
7811,,,,,,,,"Thomas, Ambroise",
7812,pyr_014,973,Concert,19291114,"Luzern, Theater","T.a 276,2","Schnyder, Walter","Mozart, Wolfgang Amadeus",014
7813,,,,,,,"Peyer, Maria","Mendelssohn Bartholdy, Felix",
7814,,,,,,,"Heim, Gustav","Schumann, Robert",
7815,,,,,,,Luzerner Streichquartett,"Wolf, Hugo",
7816,,,,,,,"Kessler, Johannes","Brahms, Johannes",
7817,,,,,,,"Pethes, Otto",,
7818,,,,,,,"Kuyken, Johannes",,
7819,,,,,,,"Rüegsegger, Ernst",,
7820,pyr_015,974,Concert,19291128,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Mozart, Wolfgang Amadeus",015
7821,,,,,,,"Schulze-Reudnitz, Richard","Schmid, Hans",
7822,,,,,,,"Kessler, Johannes","Čajkovskij, Pëtr Il'ič",
7823,,,,,,,"Ferber, Albert",,
7824,pyr_016,975,Concert,19291205,"Luzern, Hotel Union","T.a 276,2","Stadtorchester, Luzern","Mozart, Wolfgang Amadeus",016
7825,pyr_017,,,,,,"Tonhalle-Orchester, Zürich","Mahler, Gustav",017
7826,pyr_018,,,,,,"Hengartner, Max","Dvořák, Antonín",018
7827,pyr_019,,,,,,"Moorlag, Di",,019
7828,pyr_020,976,Concert,19291212,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Bach, Johann Sebastian",020
7829,,,,,,,"Schulze-Reudnitz, Richard","Beethoven, Ludwig van",
7830,,,,,,,"Stettler-König, Elisabeth",,
7831,,,,,,,"Wyss, Berta",,
7832,pyr_021,977,Concert,19300109,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Weingartner, Felix",021
7833,pyr_022,,,,,,"Schulze-Reudnitz, Richard","Pestalozzi, Heinrich",022
7834,,,,,,,"Bühlmann, Josy","Saint-Saëns, Camille",
7835,,,,,,,"Rüegsegger, Ernst","Hegar, Friedrich",
7836,,,,,,,,"Schumann, Robert",
7837,pyr_023,978,Concert,19300123,"Luzern, Hotel Union","T.a 276,2","Stadtorchester, Luzern","Strauss, Richard",023
7838,,,,,,,"Schulze-Reudnitz, Richard","Chopin, Fryderyk Franciszek",
7839,,,,,,,"Aubert, Johnny","Debussy, Claude",
7840,,,,,,,,"Chabrier, Emmanuel",
7841,,,,,,,,"Mozart, Wolfgang Amadeus",
7842,pyr_024,979,Concert,19300130,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Reger, Max",024
7843,,,,,,,"Schulze-Reudnitz, Richard","Busoni, Ferruccio",
7844,,,,,,,"Bell, Marie-Cécile","Mendelssohn Bartholdy, Felix",
7845,,,,,,,"Kaufmann, Erich","Čajkovskij, Pëtr Il'ič",
7846,,,,,,,"Pethes, Otto",,
7847,pyr_025,980,Concert,19300206,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Kunz, Ernst",025
7848,pyr_026,,,,,,"Schulze-Reudnitz, Richard","Jesinghaus, Walter",026
7849,,,,,,,"Flury, Richard","Doret, Gustave",
7850,,,,,,,"Jesinghaus, Walter","Flury, Richard",
7851,,,,,,,"Vigier, Berthe de",,
7852,,,,,,,"Stocker, Berthe",,
7853,,,,,,,"Tonhalle-Orchester, Zürich",,
7854,,,,,,,"Mandolinenorchester Amica, Luzern",,
7855,pyr_027,981,Concert,19300222,"Luzern, Hotel Union","T.a 276,2","Stadtorchester, Luzern","Suppè, Franz von",027
7856,pyr_028,,,,,,"Schulze-Reudnitz, Richard","Pergolesi, Giovanni Battista",028
7857,pyr_029,,,,,,"Schwarz, Vally","Chopin, Fryderyk Franciszek",029
7858,pyr_030,,,,,,"Leininger, Marie",Kollo,030
7859,,,,,,,"Burau, Friedrich",Withman,
7860,,,,,,,"Gloor, Max","Hubay, Jenő",
7861,,,,,,,"Vierus, Alfred","Eysler, Edmund",
7862,,,,,,,"Schmidt, Werner Herbert","Strauss, Johann",
7863,,,,,,,"Waldmann, Otto",,
7864,,,,,,,"Schulze-Reudnitz, Clara",,
7865,,,,,,,"Müller, Bettina",,
7866,,,,,,,"Wagner, Karl Theo",,
7867,,,,,,,"Mercenati, Giuseppe",,
7868,,,,,,,"Stettler-König, Elisabeth",,
7869,pyr_031,982,Concert,19300306,"Luzern, Theater","T.a 276,2","Frey, Noël","Ravel, Maurice",031
7870,,,,,,,"Stocker, Berthe","Hindemith, Paul",
7871,,,,,,,Luzerner Streichquartett,"Rousseau, Samuel-Alexandre",
7872,,,,,,,"Kessler, Johannes","Debussy, Claude",
7873,,,,,,,"Pethes, Otto","Dvořák, Antonín",
7874,,,,,,,"Kuyken, Johannes",,
7875,,,,,,,"Rüegsegger, Ernst",,
7876,,,,,,,"Helfer, Willy",,
7877,,,,,,,"Mercenati, Giuseppe",,
7878,pyr_032,983,Concert,19300313,"Luzern, Hotel Union","T.a 276,2","Stadtorchester, Luzern","Čajkovskij, Pëtr Il'ič",032
7879,,,,,,,"Schulze-Reudnitz, Richard","Beethoven, Ludwig van",
7880,,,,,,,"Kulenkampff, Georg","Rachmaninov, Sergej Vasil'evič",
7881,,,,,,,"Tonhalle-Orchester, Zürich","Ysaÿe, Eugène",
7882,,,,,,,"Stocker, Berthe","Dvořák, Antonín",
7883,,,,,,,,"Kreisler, Fritz",
7884,,,,,,,,"Wieniawski, Henryk",
7885,,,,,,,,"Wagner, Richard",
7886,pyr_033,984,Concert,19300327,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Beethoven, Ludwig van",033
7887,,,,,,,"Schulze-Reudnitz, Richard","Mozart, Wolfgang Amadeus",
7888,,,,,,,"Sigrist, Lucy","Paganini, Nicolò",
7889,,,,,,,"Altmann, Otto","Bruckner, Anton",
7890,,,,,,,"Stiftschor, Luzern",,
7891,,,,,,,"Schnyder, Hedwig",,
7892,,,,,,,"Harald, Theo",,
7893,,,,,,,"Wagner, Karl Theo",,
7894,pyr_034,985,Season,19301016,"Luzern, Hotel Union","T.a 276,2","Allgemeine Musikgesellschaft, Luzern","Haydn, Joseph",034
7895,pyr_035,,,19301023,"Luzern, Theater",,"Stadtorchester, Luzern","Franck, César",035
7896,pyr_036,,,19301030,,,"Schulze-Reudnitz, Richard","Chopin, Fryderyk Franciszek",036
7897,pyr_037,,,19301106,,,"Hilber, Johann Baptist","Wagner, Richard",037
7898,pyr_038,,,19301120,,,"Schnyder, Paul","Dvořák, Antonín",038
7899,pyr_039,,,19301127,,,"Delius, Elisabeth","Kreutzer, Conradin",039
7900,pyr_040,,,19301211,,,"Horszowski, Mieczysław","Beethoven, Ludwig van",040
7901,pyr_041,,,19301218,,,Luzerner Streichquartett,"Bruch, Max",041
7902,,,,19310108,,,"Kessler, Johannes","Liszt, Franz",
7903,,,,19310115,,,"Pethes, Otto","Goldmark, Karl",
7904,,,,19311122,,,"Kuyken, Johannes","Brahms, Johannes",
7905,,,,19311129,,,"Rüegsegger, Ernst","Indy, Vincent d'",
7906,,,,19310205,,,"Flüe, Emilie von","Mahler, Gustav",
7907,,,,19310226,,,"Szigeti, Béla","Debussy, Claude",
7908,,,,19310305,,,"Spalding, Albert","Frankenstein, Clemens von",
7909,,,,19310326,,,"Wagner, Karl Theo","Kodály, Zoltán",
7910,,,,,,,"Mercenati, Giuseppe","Strauss, Richard",
7911,,,,,,,"Baehr, Alice","Stravinskij, Igor' Fëdorovič",
7912,,,,,,,"Wyss, Berta","Wolf, Hugo",
7913,,,,,,,"Ferber, Albert","Svendsen, Johan",
7914,,,,,,,"Wermelinger, Agnes","Sibelius, Jean",
7915,,,,,,,"Rössel, Willy","Järnefelt, Armas",
7916,,,,,,,"Stocker, Berthe","Grieg, Edvard",
7917,,,,,,,"Schnyder, Hedwig","Hilber, Johann Baptist",
7918,,,,,,,"Liedertafel, Luzern","Ribaupierre, Emile de",
7919,,,,,,,"Gieseking, Walter","Schumann, Robert",
7920,,,,,,,"Dubach, Johanna Caecilia","Niemann, Walter",
7921,,,,,,,"Frey, Noël","Fehrmann, Paul",
7922,,,,,,,"Helfer, Willy","Volkmann, Robert",
7923,,,,,,,"Altmann, Otto","Geiser, Walther",
7924,,,,,,,"Matthaei, Karl","Schoeck, Othmar",
7925,,,,,,,"Frey, Emil","Beck, Conrad",
7926,,,,,,,,"Schulthess, Walter",
7927,,,,,,,,"Honegger, Arthur",
7928,,,,,,,,"Schlageter, Alfred",
7929,,,,,,,,"Händel, Georg Friedrich",
7930,,,,,,,,"Mozart, Leopold",
7931,,,,,,,,"Bach, Johann Sebastian",
7932,,,,,,,,"Bach, Carl Philipp Emanuel",
7933,,,,,,,,"Mozart, Wolfgang Amadeus",
7934,,,,,,,,"Čajkovskij, Pëtr Il'ič",
7935,pyr_042,986,Concert,19301016,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Wagner, Richard",042
7936,pyr_043,,,,,,"Schulze-Reudnitz, Richard",,043
7937,,,,,,,"Delius, Elisabeth",,
7938,pyr_044,987,Concert,19301023,"Luzern, Theater","T.a 276,2","Horszowski, Mieczysław","Haydn, Joseph",044
7939,,,,,,,Luzerner Streichquartett,"Franck, César",
7940,,,,,,,"Kessler, Johannes","Chopin, Fryderyk Franciszek",
7941,,,,,,,"Pethes, Otto","Dvořák, Antonín",
7942,,,,,,,"Kuyken, Johannes",,
7943,,,,,,,"Rüegsegger, Ernst",,
7944,pyr_045,988,Concert,19301030,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Kreutzer, Conradin",045
7945,,,,,,,"Schulze-Reudnitz, Richard","Beethoven, Ludwig van",
7946,,,,,,,"Flüe, Emilie von","Bruch, Max",
7947,,,,,,,"Szigeti, Béla","Liszt, Franz",
7948,pyr_046,989,Concert,19301106,"Luzern, Hotel Union","T.a 276,2","Stadtorchester, Luzern","Goldmark, Karl",046
7949,,,,,,,"Schulze-Reudnitz, Richard","Brahms, Johannes",
7950,,,,,,,"Tonhalle-Orchester, Zürich","Beethoven, Ludwig van",
7951,,,,,,,"Spalding, Albert",,
7952,pyr_047,990,Concert,19301120,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Indy, Vincent d'",047
7953,pyr_049,,,,,,"Schulze-Reudnitz, Richard","Mahler, Gustav",049
7954,,,,,,,"Wagner, Karl Theo","Stravinskij, Igor' Fëdorovič",
7955,,,,,,,"Mercenati, Giuseppe","Reger, Max",
7956,,,,,,,"Stocker, Berthe","Schulze-Reudnitz, Richard",
7957,,,,,,,,"Strauss, Richard",
7958,,,,,,,,"Debussy, Claude",
7959,pyr_048,991,Concert,19301127,"Luzern, Theater","T.a 276,2","Baehr, Alice","Brahms, Johannes",048
7960,pyr_050,,,,,,"Wyss, Berta","Wolf, Hugo",050
7961,,,,,,,"Mercenati, Giuseppe","Beethoven, Ludwig van",
7962,,,,,,,Luzerner Streichquartett,,
7963,,,,,,,"Kessler, Johannes",,
7964,,,,,,,"Pethes, Otto",,
7965,,,,,,,"Kuyken, Johannes",,
7966,,,,,,,"Rüegsegger, Ernst",,
7967,pyr_051,992,Concert,19301211,"Luzern, Theater","T.a 276,2","Hilber, Johann Baptist","Hilber, Johann Baptist",051
7968,pyr_052,,,,,,"Wermelinger, Agnes","Niggli, Friedrich",052
7969,pyr_053,,,,,,"Cron, Joseph","Jelmoli, Hans",053
7970,pyr_054,,,,,,,"Lang, Walter",054
7971,,,,,,,,"Andreae, Volkmar",
7972,,,,,,,,"Ribaupierre, Emile de",
7973,,,,,,,,"Pestalozzi, Heinrich",
7974,pyr_055,993,Concert,19301218,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Gade, Niels Wilhelm",055
7975,,,,,,,"Schulze-Reudnitz, Richard","Sibelius, Jean",
7976,,,,,,,"Pethes, Otto","Järnefelt, Armas",
7977,,,,,,,"Ferber, Albert","Grieg, Edvard",
7978,,,,,,,,"Svendsen, Johan",
7979,pyr_056,994,Concert,19310108,"Luzern, Hotel Union","T.a 276,2","Stadtorchester, Luzern","Schumann, Robert",056
7980,pyr_057,,,,,,"Schnyder, Paul","Wolf, Hugo",057
7981,,,,,,,"Rössel, Willy","Niemann, Walter",
7982,,,,,,,"Stocker, Berthe","Fehrmann, Paul",
7983,,,,,,,,"Volkmann, Robert",
7984,pyr_058,995,Concert,19310115,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Geiser, Walther",058
7985,pyr_059,,,,,,"Schulze-Reudnitz, Richard","Schlageter, Alfred",059
7986,,,,,,,"Schnyder, Hedwig","Honegger, Arthur",
7987,,,,,,,"Hilber, Johann Baptist","Hilber, Johann Baptist",
7988,,,,,,,"Liedertafel, Luzern","Andreae, Volkmar",
7989,,,,,,,"Hengartner, Max","Schoeck, Othmar",
7990,pyr_060,996,Concert,19310129,"Luzern, Hotel Union","T.a 276,2","Stadtorchester, Luzern","Weinberger, Jaromir",060
7991,,,,,,,"Schulze-Reudnitz, Richard","Strauss, Richard",
7992,,,,,,,"Gieseking, Walter","Čajkovskij, Pëtr Il'ič",
7993,,,,,,,"Stadtorchester, Winterthur","Debussy, Claude",
7994,,,,,,,,"Ravel, Maurice",
7995,pyr_061,997,Concert,19310226,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Weber, Carl Maria von",061
7996,,,,,,,"Schulze-Reudnitz, Richard","Beethoven, Ludwig van",
7997,,,,,,,"Stocker, Berthe","Valerius, Otto",
7998,,,,,,,"Altmann, Otto","Bach, Johann Sebastian",
7999,,,,,,,"Heyn, Marietta","Mozart, Wolfgang Amadeus",
8000,,,,,,,"Schlossmacher, Elisabeth","Händel, Georg Friedrich",
8001,,,,,,,Tanzschule Roloff-Mandrino,"Mazas, Jacques-Féréol",
8002,,,,,,,"Müller, Bettina","Sarasate, Pablo de",
8003,,,,,,,,"Chopin, Fryderyk Franciszek",
8004,,,,,,,,"Strauss, Johann",
8005,,,,,,,,"Delibes, Léo",
8006,,,,,,,,"Straus, Oscar Nathan",
8007,,,,,,,,"Strauss, Josef",
8008,,,,,,,,"Michiels, Gustave",
8009,,,,,,,,"Faust, Carl",
8010,,,,,,,,"Debussy, Claude",
8011,,,,,,,,"Mittman, Paul",
8012,,,,,,,,"Strauss, Johann",
8013,pyr_062,998,Concert,19310305,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Bach, Carl Philipp Emanuel",062
8014,,,,,,,"Schulze-Reudnitz, Richard","Händel, Georg Friedrich",
8015,,,,,,,"Matthaei, Karl","Mozart, Wolfgang Amadeus",
8016,,,,,,,,"Bach, Johann Sebastian",
8017,pyr_063,999,Concert,19310312,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Weber, Carl Maria von",063
8018,,,,,,,"Schulze-Reudnitz, Richard","Beethoven, Ludwig van",
8019,,,,,,,"Stocker, Berthe","Valerius, Otto",
8020,,,,,,,"Altmann, Otto","Bach, Johann Sebastian",
8021,,,,,,,"Heyn, Marietta","Mozart, Wolfgang Amadeus",
8022,,,,,,,Tanzschule Roloff-Mandrino,"Händel, Georg Friedrich",
8023,,,,,,,,"Mazas, Jacques-Féréol",
8024,,,,,,,,"Sarasate, Pablo de",
8025,,,,,,,,"Chopin, Fryderyk Franciszek",
8026,,,,,,,,"Strauss, Johann",
8027,,,,,,,,"Delibes, Léo",
8028,,,,,,,,"Straus, Oscar Nathan",
8029,,,,,,,,"Strauss, Josef",
8030,,,,,,,,"Michiels, Gustave",
8031,,,,,,,,"Faust, Carl",
8032,,,,,,,,"Debussy, Claude",
8033,,,,,,,,"Mittman, Paul",
8034,,,,,,,,"Strauss, Johann",
8035,pyr_064,1000,Concert,19310319,"Luzern, Theater","T.a 276,2","Dubach, Johanna Caecilia","Leclair, Jean-Marie",064
8036,,,,,,,"Frey, Noël","Debussy, Claude",
8037,,,,,,,"Helfer, Willy","Saint-Saëns, Camille",
8038,,,,,,,Luzerner Streichquartett,,
8039,,,,,,,"Kessler, Johannes",,
8040,,,,,,,"Pethes, Otto",,
8041,,,,,,,"Kuyken, Johannes",,
8042,,,,,,,"Rüegsegger, Ernst",,
8043,pyr_065,1001,Concert,19310326,"Luzern, Hotel Union","T.a 276,2","Stadtorchester, Luzern","Mozart, Wolfgang Amadeus",065
8044,,,,,,,"Schulze-Reudnitz, Richard","Beethoven, Ludwig van",
8045,,,,,,,"Frey, Emil","Čajkovskij, Pëtr Il'ič",
8046,pyr_066,1002,Season,19311008,"Luzern, Hotel Union","T.a 276,2","Allgemeine Musikgesellschaft, Luzern","Smetana, Bedřich",066
8047,pyr_067,,,19311015,"Luzern, Matthäuskirche",,"Stadtorchester, Luzern","Čajkovskij, Pëtr Il'ič",067
8048,pyr_068,,,19311029,"Luzern, Theater",,"Schulze-Reudnitz, Richard","Kjui, Cezar' Antonovič",068
8049,pyr_069,,,19311105,,,"Hengartner, Max","Dvořák, Antonín",069
8050,pyr_070,,,19311112,,,"Tusa, Antonio","Mozart, Wolfgang Amadeus",070
8051,pyr_071,,,19311126,,,"Hilber, Johann Baptist","Milhaud, Darius",071
8052,pyr_072,,,19311203,,,Luzerner Streichquartett,"Casella, Alfredo",072
8053,pyr_073,,,19311210,,,"Kessler, Johannes","Busoni, Ferruccio",073
8054,,,,19320107,,,"Pethes, Otto","Skrjabin, Aleksandr Nikolaevič",
8055,,,,19320114,,,"Kuyken, Johannes","Weill, Kurt",
8056,,,,19320121,,,"Rüegsegger, Ernst","Strauss, Johann",
8057,,,,19320218,,,"Lombriser, Francis","Honegger, Arthur",
8058,,,,19320225,,,"Corridori, Lucia","Nabholz, Philipp",
8059,,,,19320317,,,"Bodmer, Helen","Weber, Gustav",
8060,,,,,,,"Mercenati, Giuseppe","Schoeck, Othmar",
8061,,,,,,,"Heim, Gustav","Flury, Richard",
8062,,,,,,,"Polenz, Alfred","Vivaldi, Antonio",
8063,,,,,,,"Stocker, Berthe","Ravel, Maurice",
8064,,,,,,,"Morel, Fritz","Schumann, Robert",
8065,,,,,,,"Konzertverein, Luzern","Bach, Johann Sebastian",
8066,,,,,,,"Erb, Karl","Händel, Georg Friedrich",
8067,,,,,,,"Männerchor, Luzern","Rezniček, Emil Nikolaus von",
8068,,,,,,,"Peyer, Maria","Goldmark, Karl",
8069,,,,,,,"Casadio, Arturo","Respighi, Ottorino",
8070,,,,,,,"Mercenati, Giuseppe","Schubert, Franz",
8071,,,,,,,"Ruziczka, Walter","Brahms, Johannes",
8072,,,,,,,"Kaufmann, Erich","Liszt, Franz",
8073,,,,,,,"Egli-Bloch, Gretel","Haydn, Joseph",
8074,,,,,,,"Maischhofer, Bruno","Beethoven, Ludwig van",
8075,pyr_074,1003,Concert,19311008,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Smetana, Bedřich",074
8076,,,,,,,"Schulze-Reudnitz, Richard","Čajkovskij, Pëtr Il'ič",
8077,,,,,,,"Tusa, Antonio","Kjui, Cezar' Antonovič",
8078,,,,,,,,"Dvořák, Antonín",
8079,pyr_075,1004,Concert,19311015,"Luzern, Theater","T.a 276,2","Hilber, Johann Baptist","Mozart, Wolfgang Amadeus",075
8080,,,,,,,Luzerner Streichquartett,,
8081,,,,,,,"Kessler, Johannes",,
8082,,,,,,,"Pethes, Otto",,
8083,,,,,,,"Kuyken, Johannes",,
8084,,,,,,,"Rüegsegger, Ernst",,
8085,pyr_076,1005,Concert,19311029,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Ravel, Maurice",076
8086,,,,,,,"Schulze-Reudnitz, Richard","Casella, Alfredo",
8087,,,,,,,"Lombriser, Francis","Busoni, Ferruccio",
8088,,,,,,,,"Skrjabin, Aleksandr Nikolaevič",
8089,,,,,,,,"Weill, Kurt",
8090,pyr_077,1006,Concert,19311105,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Strauss, Johann",077
8091,,,,,,,"Schulze-Reudnitz, Richard",,
8092,,,,,,,"Corridori, Lucia",,
8093,pyr_078,1007,Concert,19311112,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Honegger, Arthur",078
8094,pyr_079,,,,,,"Schulze-Reudnitz, Richard","Nabholz, Philipp",079
8095,,,,,,,"Bodmer, Helen","Weber, Gustav",
8096,,,,,,,"Hilber, Johann Baptist","Schoeck, Othmar",
8097,,,,,,,"Mercenati, Giuseppe","Flury, Richard",
8098,,,,,,,"Heim, Gustav",,
8099,,,,,,,"Polenz, Alfred",,
8100,pyr_080,1008,Concert,19311126,"Luzern, Theater","T.a 276,2","Stocker, Berthe","Vivaldi, Antonio",080
8101,,,,,,,Luzerner Streichquartett,"Ravel, Maurice",
8102,,,,,,,"Kessler, Johannes","Schumann, Robert",
8103,,,,,,,"Pethes, Otto",,
8104,,,,,,,"Kuyken, Johannes",,
8105,,,,,,,"Rüegsegger, Ernst",,
8106,pyr_081,1009,Concert,19311203,"Luzern, Matthäuskirche","T.a 276,2","Stadtorchester, Luzern","Bach, Johann Sebastian",081
8107,,,,,,,"Schulze-Reudnitz, Richard","Graeser, Wolfgang",
8108,,,,,,,"Morel, Fritz",,
8109,pyr_083,1010,Concert,19311210,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Händel, Georg Friedrich",083
8110,,,,,,,"Hengartner, Max",,
8111,,,,,,,"Wermelinger, Agnes",,
8112,,,,,,,"Schmidt, Philipp",,
8113,,,,,,,"Naef, Emil",,
8114,,,,,,,"Camenzind-Schlimbach, Emilie",,
8115,pyr_084,1011,Concert,19320107,"Luzern, Theater","T.a 276,2","Stadtorchester, Luzern","Rezniček, Emil Nikolaus von",084
8116,,,,,,,"Schulze-Reudnitz, Richard","Goldmark, Karl",
8117,,,,,,,"Kessler, Johannes","Mozart, Wolfgang Amadeus",
8118,pyr_085,1012,Concert,19320114,"Luzern, Hotel Union","T.a 276,2","Stadtorchester, Luzern","Weber, Carl Maria von",085
8119,pyr_086,,,,,,"Schulze-Reudnitz, Richard","Schubert, Franz",086
8120,,,,,,,"Erb, Karl","Brahms, Johannes",
8121,,,,,,,"Männerchor, Luzern","Liszt, Franz",
8122,,,,,,,"Stocker, Berthe",,
8123,pyr_087,1013,Concert,19320121,"Luzern, Hotel Union","T.a 276,2","Stadtorchester, Luzern","Svendsen, Johan",087
8124,pyr_088,,,,,,"Schulze-Reudnitz, Richard","Mozart, Wolfgang Amadeus",088
8125,pyr_089,,,,,,"Schlossmacher, Elisabeth","Poenitz, Franz",089
8126,pyr_090,,,,,,"Frey, Noël","Strauss, Johann",090
8127,,,,,,,"Köglmair, Betty","Rossini, Gioachino",
8128,,,,,,,"Corridori, Lucia","Czerny, Carl",
