line_no,image file,doc_no,type,date,place,shelfmark,names_int,names_comp,image no.
5079,pyr_240,609,Concert,18970319,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Donizetti, Gaetano",240
5080,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
5081,,,,,,,"Arnold, Gustav",,
5082,pyr_241,610,Concert,18790321,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Donizetti, Gaetano",241
5083,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
5084,,,,,,,"Arnold, Gustav",,
5085,pyr_242,611,Concert,18790323,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Donizetti, Gaetano",242
5086,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
5087,,,,,,,"Arnold, Gustav",,
5088,pyr_243,612,Concert,18790325,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Donizetti, Gaetano",243
5089,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
5090,,,,,,,"Arnold, Gustav",,
5091,pyr_244,613,Concert,18790328,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Donizetti, Gaetano",244
5092,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
5093,,,,,,,"Arnold, Gustav",,
5094,pyr_245,614,Concert,18790330,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Donizetti, Gaetano",245
5095,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
5096,,,,,,,"Arnold, Gustav",,
5097,pyr_246,615,Concert,18790402,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Donizetti, Gaetano",246
5098,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern",,
5099,,,,,,,"Arnold, Gustav",,
5100,pyr_247,616,Concert,18790511,"Luzern, Casino-Saal",Ms.N.46 6.3 3,"Clementi, Gennaro","Verdi, Giuseppe",247
5101,,,,,,,"Giustiniani, Carlo","Gomes, Carlos",
5102,,,,,,,"Prò, Cesare",Mattei,
5103,,,,,,,"Visconti, Fanny",Filippi,
5104,,,,,,,"D'Alessio, Vincenzo","Donizetti, Gaetano",
5105,,,,,,,"Pifferi, Amalia","Gounod, Charles-François",
5106,,,,,,,,"Mozart, Wolfgang Amadeus",
5107,,,,,,,,"Tosti, Paolo",
5108,pyr_248,617,Concert,18790515,"Luzern, Casino-Saal",Ms.N.46 6.3 3,"Visconti, Helene","Gounod, Charles-François",248
5109,,,,,,,"Visconti, Fanny","Donizetti, Gaetano",
5110,,,,,,,"D'Alessio, Vincenzo","Robaudi, Vincenzo",
5111,,,,,,,"Giustiniani, Carlo","Guercia, Alfonso",
5112,,,,,,,"Prò, Cesare","Mozart, Wolfgang Amadeus",
5113,,,,,,,"Clementi, Gennaro","Marchetti, Filippo",
5114,,,,,,,,"Campana, Fabio",
5115,,,,,,,,"Verdi, Giuseppe",
5116,pyr_249,618,Concert,18790622,Luzern,Ms.N.46 6.3 3,"Männerchor, Emmen","Keller, G.",249
5117,pyr_250,,,,,,"Männerchor, Entlebuch","Nägeli, Hans Georg",250
5118,pyr_251,,,,,,"Gemischter Chor, Escholzmatt","Beethoven, Ludwig van",251
5119,pyr_252,,,,,,Gesangverein Emmenweid,"Gaugler, Theodor",252
5120,,,,,,,"Männerchor, Kriens","Baumgartner, Wilhelm",
5121,,,,,,,"Gemischter Chor, Malters","Abt, Franz",
5122,,,,,,,"Männerchor, Schüpfheim","Heim, Ignaz",
5123,,,,,,,"Caecilienverein, Luzern","Mangold, Carl Amand",
5124,,,,,,,"Liedertafel, Luzern","Mendelssohn Bartholdy, Felix",
5125,,,,,,,,"Esser, Heinrich",
5126,,,,,,,,"Eberwein, Carl",
5127,,,,,,,,"Tauwitz, Eduard",
5128,,,,,,,,"Schubert, Franz",
5129,,,,,,,,"Attenhofer, Carl",
5130,pyr_253,619,Concert,18790802,"Luzern, Jesuitengymnasium",Ms.N.46 6.3 3,"Musikschule, Luzern","Kreutzer, Conradin",253
5131,,,,,,,,"Abt, Franz",
5132,,,,,,,,"Spohr, Louis",
5133,,,,,,,,"Kücken, Friedrich Wilhelm",
5134,,,,,,,,"Bruch, Max",
5135,,,,,,,,"Isouard, Nicolas",
5136,,,,,,,,"Rossini, Gioachino",
5137,,,,,,,,"Kirchner, Theodor",
5138,,,,,,,,"Beethoven, Ludwig van",
5139,,,,,,,,"Mendelssohn Bartholdy, Felix",
5140,,,,,,,,"Bohm, Carl",
5141,,,,,,,,"Rubinštejn, Anton Grigor'evič",
5142,,,,,,,,"Chopin, Fryderyk Franciszek",
5143,,,,,,,,"Jensen, Adolf",
5144,pyr_254,620,Season,18780000,Luzern,Ms.N.46 6.3 3,"Arnold, Gustav","Mozart, Wolfgang Amadeus",254
5145,pyr_255,,,18790000,,,,"Righini, Vincenzo",255
5146,pyr_256,,,,,,,"Haydn, Joseph",256
5147,pyr_257,,,,,,,"Beethoven, Ludwig van",257
5148,,,,,,,,"Schneider, Friedrich",
5149,,,,,,,,"Ett, Caspar",
5150,,,,,,,,"Casciolini, Claudio",
5151,,,,,,,,"Palestrina, Giovanni Pierluigi da",
5152,,,,,,,,"Gounod, Charles-François",
5153,,,,,,,,"Seyler, Karl",
5154,,,,,,,,"Schumann, Robert",
5155,pyr_258,621,Concert,18790902,"Luzern, Matthäuskirche",Ms.N.46 6.3 3,"Hindemann, Moritz","Bach, Johann Sebastian",258
5156,,,,,,,"Hartmann, Albert","Tottmann, Albert Karl",
5157,,,,,,,"Caecilienverein, Luzern","Becker, Valentin Eduard",
5158,,,,,,,,"Hartmann, Albert",
5159,,,,,,,,Matys,
5160,,,,,,,,"Stehle, Johann Gustav Eduard",
5161,,,,,,,,"Chwatal, Franz Xaver",
5162,pyr_259,622,Concert,18790905,"Luzern, Sankt Leodegar im Hof",Ms.N.46 6.3 3,"Hindemann, Moritz","Arnold, Gustav",259
5163,,,,,,,"Arnold, Gustav","Kreutzer, Conradin",
5164,,,,,,,"Schnyder, Christoph","Haydn, Joseph",
5165,,,,,,,"Hartmann, Albert","Bargiel, Woldemar",
5166,,,,,,,"Liedertafel, Luzern","Franz, A.",
5167,,,,,,,,"Mendelssohn Bartholdy, Felix",
5168,,,,,,,,"Cherubini, Luigi",
5169,,,,,,,,"Hummel, Johann Nepomuk",
5170,,,,,,,,"Händel, Georg Friedrich",
5171,pyr_260,623,Concert,18791229,"Luzern, Hôtel du Lac",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Weber, Carl Maria von",260
5172,pyr_261,,,,,,,"Schumann, Robert",261
5173,pyr_262,,,,,,,"Dregert, Alfred",262
5174,pyr_263,,,,,,,"Zöllner, Carl Friedrich",263
5175,,,,,,,,"Huber, Hans",
5176,,,,,,,,Lachner,
5177,,,,,,,,"Berlioz, Hector",
5178,,,,,,,,"Beethoven, Ludwig van",
5179,,,,,,,,"Verdi, Giuseppe",
5180,pyr_264,624,Concert,18800229,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Cherubini, Luigi",264
5181,,,,,,,"Stadtorchester, Luzern","Rossini, Gioachino",
5182,,,,,,,"Arnold, Gustav","Beethoven, Ludwig van",
5183,,,,,,,,"Hauptmann, Moritz",
5184,,,,,,,,"Kreipel, Josef",
5185,,,,,,,,"Meyerbeer, Giacomo",
5186,,,,,,,,"Kücken, Friedrich Wilhelm",
5187,,,,,,,,"Hegar, Friedrich",
5188,,,,,,,,"Mendelssohn Bartholdy, Felix",
5189,pyr_265,625,Concert,18800326,"Luzern, Jesuitenkirche",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Witt, Franz Xaver",265
5190,pyr_266,626,Concert,18800425,"Luzern, Jesuitenkirche",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Schnyder, Christoph",266
5191,,,,,,,"Liedertafel, Luzern","Gaugler, Theodor",
5192,,,,,,,"Theater- und Musikliebhabergesellschaft, Luzern","Mendelssohn Bartholdy, Felix",
5193,,,,,,,"Stadtorchester, Luzern","Rietz, Julius",
5194,,,,,,,,"Himmel, Friedrich Heinrich",
5195,,,,,,,,"Arnold, Gustav",
5196,,,,,,,,"Massenet, Jules",
5197,,,,,,,,"Gade, Niels Wilhelm",
5198,,,,,,,,"Abt, Franz",
5199,,,,,,,,"Händel, Georg Friedrich",
5200,pyr_267,627,Concert,18800513,"Luzern, Schweizerhof",Ms.N.46 6.3 3,"Abdorf, Fanny","Rietz, Julius",267
5201,pyr_268,,,,,,"Arnold, Gustav","Meyerbeer, Giacomo",268
5202,,,,,,,"Köhler, Fr.","Schumann, Robert",
5203,,,,,,,"Stadtorchester, Luzern","Beethoven, Ludwig van",
5204,,,,,,,,"Wieniawski, Henryk",
5205,,,,,,,,"Mendelssohn Bartholdy, Felix",
5206,,,,,,,,"Brahms, Johannes",
5207,,,,,,,,"Schubert, Franz",
5208,,,,,,,,"Thalberg, Sigismund",
5209,,,,,,,,"Dvořák, Antonín",
5210,pyr_269,628,Concert,18800603,"Luzern, Theater-Foyer",Ms.N.46 6.3 3,"Arnold, Gustav","Schubert, Franz",269
5211,,,,,,,"Hindemann, Moritz",,
5212,pyr_270,629,Concert,18800627,"Luzern, Jesuitenkirche",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Rossini, Gioachino",270
5213,,,,,,,"Arnold, Gustav","Palestrina, Giovanni Pierluigi da",
5214,,,,,,,,"Stehle, Johann Gustav Eduard",
5215,pyr_271,630,Concert,18800731,"Luzern, Jesuitengymnasium",Ms.N.46 6.3 3,"Musikschule, Luzern","Gumbert, Ferdinand",271
5216,,,,,,,,"Kücken, Friedrich Wilhelm",
5217,,,,,,,,"Abt, Franz",
5218,,,,,,,,"Rheinberger, Josef Gabriel",
5219,,,,,,,,"Mozart, Wolfgang Amadeus",
5220,,,,,,,,"Gade, Niels Wilhelm",
5221,,,,,,,,"Gounod, Charles-François",
5222,,,,,,,,"Brahms, Johannes",
5223,,,,,,,,"Loewe, Carl",
5224,,,,,,,,"Müller, Adolf",
5225,,,,,,,,"Meyerbeer, Giacomo",
5226,pyr_272,631,Season,18790000,Luzern,Ms.N.46 6.3 3,"Arnold, Gustav",Schneider,272
5227,pyr_273,,,18800000,,,,"Seyler, Karl",273
5228,pyr_274,,,,,,,"Mozart, Wolfgang Amadeus",274
5229,pyr_275,,,,,,,"Hummel, Johann Nepomuk",275
5230,,,,,,,,"Stehle, Johann Gustav Eduard",
5231,,,,,,,,"Hassler, Hans Leo",
5232,,,,,,,,"Witt, Franz Xaver",
5233,,,,,,,,"Haydn, Joseph",
5234,,,,,,,,"Naumann, Johann Gottlieb",
5235,,,,,,,,"Ett, Caspar",
5236,,,,,,,,"Kalliwoda, Johann Wenzel",
5237,,,,,,,,"Weber, Carl Maria von",
5238,,,,,,,,"Klein, Bernhard",
5239,pyr_276,632,Concert,18801121,"Luzern, zum Rössli",Ms.N.46 6.3 3,"Sängerverein Zapfenstreich, Luzern","Schletterer, Hans Michael",276
5240,,,,,,,,"Heim, Ignaz",
5241,,,,,,,,"Keller, Emil",
5242,,,,,,,,"Schmölzer, Jakob Eduard",
5243,,,,,,,,"Kuntze, Carl",
5244,,,,,,,,"Marschner, Heinrich August",
5245,pyr_277,633,Concert,18801223,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Flotow, Friedrich von",277
5246,,,,,,,"Liedertafel, Luzern",,
5247,,,,,,,"Stadtorchester, Luzern",,
5248,pyr_278,634,Concert,18801226,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Flotow, Friedrich von",278
5249,,,,,,,"Liedertafel, Luzern",,
5250,,,,,,,"Stadtorchester, Luzern",,
5251,pyr_279,635,Concert,18801229,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Flotow, Friedrich von",279
5252,,,,,,,"Liedertafel, Luzern",,
5253,,,,,,,"Stadtorchester, Luzern",,
5254,pyr_280,636,Concert,18810102,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Flotow, Friedrich von",280
5255,,,,,,,"Liedertafel, Luzern",,
5256,,,,,,,"Stadtorchester, Luzern",,
5257,pyr_281,637,Concert,18810104,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Flotow, Friedrich von",281
5258,,,,,,,"Liedertafel, Luzern",,
5259,,,,,,,"Stadtorchester, Luzern",,
5260,pyr_282,638,Concert,18810106,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Flotow, Friedrich von",282
5261,,,,,,,"Liedertafel, Luzern",,
5262,,,,,,,"Stadtorchester, Luzern",,
5263,pyr_283,639,Concert,18810113,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Flotow, Friedrich von",283
5264,,,,,,,"Liedertafel, Luzern",,
5265,,,,,,,"Stadtorchester, Luzern",,
5266,pyr_284,640,Concert,18810116,"Luzern, Theater",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Flotow, Friedrich von",284
5267,,,,,,,"Liedertafel, Luzern",,
5268,,,,,,,"Stadtorchester, Luzern",,
5269,pyr_285,641,Concert,18810319,"Luzern, Marianischer Saal im Jesuitengymnasium",Ms.N.46 6.3 3,,"Mozart, Wolfgang Amadeus",285
5270,,,,,,,,"Methfessel, Albert",
5271,,,,,,,,"Ecker, Karl",
5272,,,,,,,,Mohr,
5273,,,,,,,,"Dürner, J.",
5274,,,,,,,,"Mendelssohn Bartholdy, Felix",
5275,,,,,,,,"Beethoven, Ludwig van",
5276,,,,,,,,"Silcher, Friedrich",
5277,,,,,,,,"Haydn, Joseph",
5278,,,,,,,,"Kücken, Friedrich Wilhelm",
5279,pyr_286,642,Concert,18810320,"Luzern, Theater",Ms.N.46 6.3 3,"Liedertafel, Luzern","Hänsel, A.",286
5280,pyr_287,,,,,,"Gesangssektion des Vereins junger Kaufleute, Luzern",Keller,287
5281,,,,,,,"Sängerverein Zapfenstreich, Luzern","Arnold, Gustav",
5282,,,,,,,"Stadtmusik, Luzern","Lachner, Vinzenz",
5283,,,,,,,"Kurkapelle, Luzern","Weber, Gustav",
5284,pyr_288,643,Concert,18810325,"Luzern, Theater",Ms.N.46 6.3 3,"Liedertafel, Luzern","Hänsel, A.",288
5285,pyr_289,,,,,,"Gesangssektion des Vereins junger Kaufleute, Luzern",Keller,289
5286,,,,,,,"Sängerverein Zapfenstreich, Luzern","Arnold, Gustav",
5287,,,,,,,"Stadtmusik, Luzern","Lachner, Vinzenz",
5288,,,,,,,"Kurkapelle, Luzern","Weber, Gustav",
5289,pyr_290,644,Concert,18810327,"Luzern, Theater",Ms.N.46 6.3 3,"Liedertafel, Luzern","Hänsel, A.",290
5290,pyr_291,,,,,,"Gesangssektion des Vereins junger Kaufleute, Luzern",Keller,291
5291,,,,,,,"Sängerverein Zapfenstreich, Luzern","Arnold, Gustav",
5292,,,,,,,"Stadtmusik, Luzern","Lachner, Vinzenz",
5293,,,,,,,"Kurkapelle, Luzern","Weber, Gustav",
5294,pyr_292,645,Concert,18810415,"Luzern, Jesuitenkirche",Ms.N.46 6.3 3,,"Witt, Franz Xaver",292
5295,,,,,,,,"Attenhofer, Carl",
5296,,,,,,,,"Graun, Carl Heinrich",
5297,,,,,,,,"Mendelssohn Bartholdy, Felix",
5298,pyr_293,646,Concert,18810418,"Luzern, Hôtel du Lac",Ms.N.46 6.3 3,"Aregger, Joseph","Donizetti, Gaetano",293
5299,pyr_294,,,,,,"Aregger, Hedwig (Mlle)","Herz, Henri",294
5300,pyr_295,,,,,,"Reinhardt, Otto",Krause,295
5301,pyr_296,,,,,,"Hauser, Julie (Mlle)","Lichner, Heinrich",296
5302,,,,,,,"Neumann, Martha (Mlle)","Heller, Stephen",
5303,,,,,,,"Neumann, Josephine (Mlle)","Kuhlau, Friedrich",
5304,,,,,,,"Rietschi, Marie (Mlle)","Flotow, Friedrich von",
5305,,,,,,,"Aregger, Rosalie (Mlle)","Werner, August",
5306,,,,,,,"Mattmann, Karl","Haering, A.",
5307,,,,,,,"Mattmann, Josy (Mlle)","Cramer, Henry",
5308,,,,,,,"Schenker, Emma (Mlle)","Kleinmichel, Richard",
5309,,,,,,,"Zumbühl, Elise (Mlle)",Hiller,
5310,,,,,,,"Döpfner, Louise (Mlle)",Hofmann,
5311,,,,,,,"Häfeli, Emil","Alard, Delphin",
5312,,,,,,,"Gloggner, Albert","Jensen, Adolf",
5313,,,,,,,"Lutiger, Adele (Mlle)","Kirchner, Theodor",
5314,,,,,,,"Kopp, Franz","Bach, Johann Sebastian",
5315,,,,,,,"Weidemann, Antoinette (Mlle)",Höncher,
5316,,,,,,,"Hauser, Blanka (Mlle)","Mendelssohn Bartholdy, Felix",
5317,,,,,,,"Pfyffer, Mathilde","Krebs, Carl",
5318,,,,,,,"Mayr, Maria Therese (Mlle)","Reinecke, Carl",
5319,,,,,,,"Suidter, Otto","Haydn, Joseph",
5320,,,,,,,"Suidter, Marie (Mlle)",,
5321,,,,,,,"Scherer, Marie (Mlle)",,
5322,,,,,,,"Lutiger, Josephine (Mlle)",,
5323,,,,,,,"Hauser, Adele (Mlle)",,
5324,,,,,,,"Grübel, Anna (Mlle)",,
5325,,,,,,,"Bridel, Adine (Mlle)",,
5326,,,,,,,"La-Salle, Caroline (Mlle)",,
5327,,,,,,,"Häfeli, Hermann",,
5328,,,,,,,"Siegwart, Marie (Mlle)",,
5329,,,,,,,"Stöcklin, Julius",,
5330,,,,,,,"Meyer, Josephine (Mlle)",,
5331,,,,,,,"Meyer, Marie (Mlle)",,
5332,,,,,,,"Iselin, Adolph",,
5333,,,,,,,"Roos, Mathilde (Mlle)",,
5334,,,,,,,"Knüsel, Joseph",,
5335,,,,,,,"Kopp, Julie (Mlle)",,
5336,pyr_297,647,Concert,18810423,"Luzern, Schweizerhof",Ms.N.46 6.3 3,"Liedertafel, Luzern","Suppè, Franz von",297
5337,,,,,,,,"Lachner, Ignaz",
5338,,,,,,,,"Möhring, Ferdinand",
5339,,,,,,,,"Lortzing, Albert",
5340,,,,,,,,Herfurth,
5341,,,,,,,,"Reissiger, Carl Gottlieb",
5342,,,,,,,,"Heim, Ignaz",
5343,,,,,,,,"Métra, Jules-Louis-Olivier",
5344,,,,,,,,"Genée, Richard",
5345,,,,,,,,"Jungmann, Albert",
5346,,,,,,,,"Verdi, Giuseppe",
5347,,,,,,,,"Herbeck, Johann",
5348,pyr_298,648,Concert,18810428,"Luzern, Schweizerhof",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Weber, Carl Maria von",298
5349,,,,,,,"Liedertafel, Luzern","Lachner, Vinzenz",
5350,,,,,,,,"Haydn, Joseph",
5351,,,,,,,,"Beethoven, Ludwig van",
5352,,,,,,,,"Wagner, Richard",
5353,,,,,,,,"Rheinberger, Josef Gabriel",
5354,,,,,,,,"Reinecke, Carl",
5355,,,,,,,,"Schumann, Robert",
5356,,,,,,,,"Herbeck, Johann",
5357,,,,,,,,"Mendelssohn Bartholdy, Felix",
5358,pyr_299,649,Concert,18810505,"Luzern, Schweizerhof",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Mozart, Wolfgang Amadeus",299
5359,,,,,,,"Liedertafel, Luzern","Schubert, Franz",
5360,,,,,,,"Burgmeier, C.","Schumann, Robert",
5361,,,,,,,Ronca-Müller (Mme),"Rietz, Julius",
5362,,,,,,,,"Lachner, Franz Paul",
5363,,,,,,,,"Beethoven, Ludwig van",
5364,,,,,,,,"Gade, Niels Wilhelm",
5365,pyr_300,650,Concert,18810730,"Luzern, Jesuitengymnasium",Ms.N.46 6.3 3,"Musikschule, Luzern","Rossini, Gioachino",300
5366,pyr_301,,,,,,,"Kücken, Friedrich Wilhelm",301
5367,,,,,,,,"Esser, Heinrich",
5368,,,,,,,,"Mozart, Wolfgang Amadeus",
5369,,,,,,,,"Mendelssohn Bartholdy, Felix",
5370,,,,,,,,"Henselt, Adolph von",
5371,,,,,,,,"Berg, Isak",
5372,,,,,,,,"Dittersdorf, Carl Ditters von",
5373,,,,,,,,"Jensen, Adolf",
5374,,,,,,,,"Weber, Carl Maria von",
5375,,,,,,,,"Schumann, Robert",
5376,,,,,,,,"Lassen, Eduard",
5377,,,,,,,,"Gade, Niels Wilhelm",
5378,pyr_302,651,Concert,18810731,"Luzern, Jesuitenkirche",Ms.N.46 6.3 3,,"Haydn, Joseph",302
5379,,,,,"Luzern, Marianischer Saal im Jesuitengymnasium",,,"Rinck, Johann Christian Heinrich",
5380,,,,,,,,Dietz,
5381,,,,,,,,"Malan, César",
5382,,,,,,,,"Dancla, Charles",
5383,,,,,,,,"Mendelssohn Bartholdy, Felix",
5384,,,,,,,,Zwissig,
5385,,,,,,,,Küng,
5386,,,,,,,,Tschirch,
5387,,,,,,,,"Hauser, Miska",
5388,,,,,,,,"Stadler, Maximilian",
5389,pyr_303,652,Season,18800000,Luzern,Ms.N.46 6.3 3,"Arnold, Gustav","Seyler, Karl",303
5390,pyr_304,,,18810000,,,,"Mozart, Wolfgang Amadeus",304
5391,pyr_305,,,,,,,"Klein, Bernhard",305
5392,pyr_306,,,,,,,"Cherubini, Luigi",306
5393,,,,,,,,"Bode, Ludwig",
5394,,,,,,,,"Naumann, Johann Gottlieb",
5395,,,,,,,,"Lotti, Antonio",
5396,,,,,,,,"Witt, Franz Xaver",
5397,,,,,,,,"Schumann, Robert",
5398,,,,,,,,"Arnold, Gustav",
5399,,,,,,,,"Brosig, Moritz",
5400,,,,,,,,"André, Johann Anton",
5401,,,,,,,,"Stehle, Johann Gustav Eduard",
5402,pyr_307,653,Concert,18810816,"Luzern, Sankt Leodegar im Hof",Ms.N.46 6.3 3,"Locher, Carl","Händel, Georg Friedrich",307
5403,,,,,,,"Liedertafel, Luzern","Bach, Johann Sebastian",
5404,,,,,,,Reichenberger,"Kreutzer, Conradin",
5405,,,,,,,,"Locher, Carl",
5406,,,,,,,,"Hummel, Johann Nepomuk",
5407,,,,,,,,"Liszt, Franz",
5408,,,,,,,,"Cherubini, Luigi",
5409,,,,,,,,"Huber, Hans",
5410,pyr_308,654,Concert,18810821,Sursee,Ms.N.46 6.3 3,Zürcher,"Arnold, Gustav",308
5411,,,,,,,"Gastverein, Wohlen","Witt, Franz Xaver",
5412,,,,,,,,"Brosig, Moritz",
5413,,,,,,,,"Hassler, Hans Leo",
5414,,,,,,,,Mohr,
5415,,,,,,,,"Stehle, Johann Gustav Eduard",
5416,,,,,,,,"Giorgi, Giovanni",
5417,,,,,,,,"Hanisch, Joseph",
5418,,,,,,,,"Piel, Peter",
5419,,,,,,,,"Koenen, Friedrich",
5420,,,,,,,,Molitor,
5421,,,,,,,,Volkmar,
5422,pyr_309,655,Concert,18810920,"Luzern, Sankt Leodegar im Hof",Ms.N.46 6.3 3,"Köhler, Fr.","Bach, Johann Sebastian",309
5423,,,,,,,,"Mozart, Wolfgang Amadeus",
5424,,,,,,,,"Oberthür, Charles",
5425,,,,,,,,"Schumann, Robert",
5426,,,,,,,,"Brunner, Eduard",
5427,,,,,,,,"Fink, Christian",
5428,,,,,,,,"Rossini, Gioachino",
5429,,,,,,,,"Rinck, Johann Christian Heinrich",
5430,pyr_310,656,Concert,18810925,"Luzern, Theater",Ms.N.46 6.3 3,"Theater- und Musikliebhabergesellschaft, Luzern",Neumann,310
5431,,,,,,,"Caecilienverein, Luzern","Mendelssohn Bartholdy, Felix",
5432,,,,,,,"Liedertafel, Luzern","Rheinberger, Josef Gabriel",
5433,,,,,,,Auner,"Lortzing, Albert",
5434,,,,,,,Ziethen,"Abt, Franz",
5435,,,,,,,,"Popp, Wilhelm",
5436,,,,,,,,"Marschner, Heinrich August",
5437,,,,,,,,"Gade, Niels Wilhelm",
5438,,,,,,,,"Veit, Václav",
5439,,,,,,,,"Halévy, Fromental",
5440,pyr_311,657,Concert,18811120,"Luzern, zum Rössli",Ms.N.46 6.3 3,"Sängerverein Zapfenstreich, Luzern","Heim, Ignaz",311
5441,,,,,,,,"Spohr, Louis",
5442,,,,,,,,"Baumgartner, Wilhelm",
5443,,,,,,,,Henning,
5444,,,,,,,,"Mendelssohn Bartholdy, Felix",
5445,,,,,,,,"Schmölzer, Jakob Eduard",
5446,pyr_312,658,Concert,18811218,"Luzern, Matthäuskirche",Ms.N.46 6.3 3,"Liedertafel, Luzern","Raff, Joachim",312
5447,pyr_313,,,,,,"Schnyder, Chr.","Attenhofer, Carl",313
5448,pyr_314,,,,,,"Verdat, C. (Mlle)","Schubert, Franz",314
5449,pyr_315,,,,,,"Stadtorchester, Luzern","Becker, Valentin Eduard",315
5450,pyr_316,,,,,,,"Franck, Johann Wolfgang",316
5451,pyr_317,,,,,,,"Franz, Robert",317
5452,pyr_318,,,,,,,Fade,318
5453,pyr_319,,,,,,,"Händel, Georg Friedrich",319
5454,pyr_320,,,,,,,"Dürrner, Johannes",320
5455,pyr_321,,,,,,,"David, Félicien",321
5456,pyr_322,,,,,,,,322
5457,pyr_323,,,,,,,,323
5458,pyr_324,,,,,,,,324
5459,pyr_325,,,,,,,,325
5460,pyr_326,,,,,,,,326
5461,pyr_327,,,,,,,,327
5462,pyr_328,659,Concert,18820104,"Luzern, Hôtel du Lac",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Auber, Daniel-François-Esprit",328
5463,pyr_329,,,,,,,"Schubert, Franz",329
5464,pyr_330,,,,,,,"Baumgartner, Wilhelm",330
5465,pyr_331,,,,,,,"Adam, Adolphe",331
5466,,,,,,,,"Offenbach, Jacques",
5467,pyr_332,660,Concert,18820226,"Luzern, zum Rössli",Ms.N.46 6.3 3,"Männerchor, Luzern","Heim, Ignaz",332
5468,,,,,,,,"Gumbert, Ferdinand",
5469,,,,,,,,"Schmölzer, Jakob Eduard",
5470,,,,,,,,"Baumann, J.",
5471,,,,,,,,"Abt, Franz",
5472,,,,,,,,Schäffer,
5473,pyr_333,661,Concert,18820319,"Luzern, Marianischer Saal im Jesuitengymnasium",Ms.N.46 6.3 3,,"Mendelssohn Bartholdy, Felix",333
5474,,,,,,,,"Methfessel, Albert",
5475,,,,,,,,Weissenborn,
5476,,,,,,,,Keller,
5477,,,,,,,,"Popp, Wilhelm",
5478,,,,,,,,"Gersbach, Joseph",
5479,,,,,,,,Dietz,
5480,,,,,,,,"Weber, Carl Maria von",
5481,,,,,,,,Hauser,
5482,,,,,,,,"Blumenthal, Jakob",
5483,,,,,,,,Hauptmann,
5484,,,,,,,,"Sponholtz, Adolf Heinrich",
5485,,,,,,,,"Meves, W.",
5486,,,,,,,,"Dancla, Charles",
5487,,,,,,,,"Schröter, Z.",
5488,pyr_334,662,Concert,18820412,"Luzern, Schweizerhof",Ms.N.46 6.3 3,"Caecilienverein, Luzern","Bruch, Max",334
5489,,,,,,,"Liedertafel, Luzern",,
5490,,,,,,,"Männerchor, Luzern",,
5491,,,,,,,"Arnold, Gustav",,
5492,pyr_335,663,Concert,18820413,"Luzern, Hôtel du Lac",Ms.N.46 6.3 3,"Hodel, Marie (Mlle)","Spamer, Ludwig",335
5493,pyr_336,,,,,,"Muth, Louise (Mlle)","Lortzing, Albert",336
5494,pyr_337,,,,,,"Aregger, Rosalie (Mlle)","Köhler, Louis",337
5495,pyr_338,,,,,,"Neumann, Josephine (Mlle)","Alard, Delphin",338
5496,,,,,,,"Hauser, Julie (Mlle)","Lichner, Heinrich",
5497,,,,,,,"Altherr, Adolf","Werner, August",
5498,,,,,,,"Zumbühl, Elise (Mlle)","Mendelssohn Bartholdy, Felix",
5499,,,,,,,"Gloggner, Albert","Schubert, Franz",
5500,,,,,,,"Pfyffer, Marie Louise (Mlle)","Herman, Adolphe",
5501,,,,,,,"Ambühl, Marie (Mlle)","Henselt, Adolph von",
